Title,Year,Date,Album,Event,Circle,Duration,Track
"border of revolution",2009,"2009-07-19","東方七鍵盤 ～ 東方楽曲IIDX風パロディアレンジCD","Suukeisai 2","At Living",113,7
"恋色",2009,"2009-07-19","東方七鍵盤 ～ 東方楽曲IIDX風パロディアレンジCD","Suukeisai 2","At Living",0,8
"ひなちょこダークマター",2010,"2010-03-14","東方万能飲薬","Reitaisai 7","Conagusuri",227,1
"Unconscious Outskirts",2010,"2010-03-14","東方万能飲薬","Reitaisai 7","Conagusuri",324,2
"Starry Tales",2010,"2010-03-14","東方万能飲薬","Reitaisai 7","Conagusuri",308,3
"マイステリートラベル",2010,"2010-03-14","東方万能飲薬","Reitaisai 7","Conagusuri",240,4
"戒律の炎と蒼星姫",2010,"2010-03-14","東方万能飲薬","Reitaisai 7","Conagusuri",228,5
"Hypno Apple!!",2010,"2010-03-14","東方万能飲薬","Reitaisai 7","Conagusuri",272,6
"Red Silence, Good Bye",2010,"2010-03-14","東方万能飲薬","Reitaisai 7","Conagusuri",312,7
"ハジマリ",2008,"2008-12-29","東方与楽園","Comiket 75","Firinity Factory",0,1
"原色の虹",2008,"2008-12-29","東方与楽園","Comiket 75","Firinity Factory",0,2
"鬼火舞う季節の如く",2008,"2008-12-29","東方与楽園","Comiket 75","Firinity Factory",0,3
"運命のダークサイド",2008,"2008-12-29","東方与楽園","Comiket 75","Firinity Factory",0,4
"上海紅茶館",2008,"2008-12-29","東方与楽園","Comiket 75","Firinity Factory",0,5
"蒼熟記",2008,"2008-12-29","東方与楽園","Comiket 75","Firinity Factory",0,6
"恋色マスターボール",2009,"2009-03-08","東方人形大戦","Reitaisai 6","a-TTTempo",128,1
"厄神様のアジト　～",2009,"2009-03-08","東方人形大戦","Reitaisai 6","a-TTTempo",0,2
"人形大戦",2009,"2009-03-08","東方人形大戦","Reitaisai 6","a-TTTempo",159,3
"亡き勝者の為のマーチ",2009,"2009-03-08","東方人形大戦","Reitaisai 6","a-TTTempo",186,4
"G.Y.M.",2009,"2009-03-08","東方人形大戦","Reitaisai 6","a-TTTempo",0,5
"the Battle of Legend",2009,"2009-10-11","東方人形大戦2","Touhou Kouroumu 5","a-TTTempo",163,1
"⑨",2009,"2009-10-11","東方人形大戦2","Touhou Kouroumu 5","a-TTTempo",0,2
"VS!",2009,"2009-10-11","東方人形大戦2","Touhou Kouroumu 5","a-TTTempo",0,3
"ヤゴコロセンター",2009,"2009-10-11","東方人形大戦2","Touhou Kouroumu 5","a-TTTempo",156,4
"幻想郷への道",2009,"2009-10-11","東方人形大戦2","Touhou Kouroumu 5","a-TTTempo",135,5
"Doll Fantasia",2009,"2009-10-11","東方人形大戦2","Touhou Kouroumu 5","a-TTTempo",259,6
"東方人形伝",2009,"2009-10-11","東方人形大戦2","Touhou Kouroumu 5","a-TTTempo",112,7
"REINCARNATION",2009,"2009-10-11","東方人形大戦2","Touhou Kouroumu 5","a-TTTempo",295,8
"百厄之長 ～",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",0,1
"Beyond The Alice",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",258,2
"加護の兎狸 -カゴノトリ-",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",274,3
"-Ophiuchus-",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",308,4
"幽寂閑雅 ～",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",0,5
"儚き夏の夢想に散る",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",267,6
"亡き王女、儚き幻想",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",241,7
"蟲祀",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",275,8
"霊代に御座す虹の女神",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",257,9
"輝はしき永夜に翔くる抄",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",276,10
"鳳莱雀萃",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",0,11
"鳳莱雀萃",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",0,12
"嵐前之宴 ～",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",0,13
"永遠の巫女、綺羅めでたかりき",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",298,14
"かの郷は永き幻の",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",360,15
"Historic Shrine",2008,"2008-04-27","東方俗楽譚 -其の壱-","Comic1☆2","Angelic Quasar",305,16
"専念幻奏今日",2006,"2006-11-12","東方刻々滔（不完全版）","Touhou Kouroumu 2","Foggy Roots",215,1
"時を駆ける少女だぜ",2006,"2006-11-12","東方刻々滔（不完全版）","Touhou Kouroumu 2","Foggy Roots",184,2
"黒刻滔",2006,"2006-11-12","東方刻々滔（不完全版）","Touhou Kouroumu 2","Foggy Roots",160,3
"巫女",2006,"2006-11-12","東方刻々滔（不完全版）","Touhou Kouroumu 2","Foggy Roots",0,4
"ネクロファン…",2006,"2006-11-12","東方刻々滔（不完全版）","Touhou Kouroumu 2","Foggy Roots",0,5
"夜半結界[不整脈",2006,"2006-11-12","東方刻々滔（不完全版）","Touhou Kouroumu 2","Foggy Roots",0,6
"鎌使いの夜",2006,"2006-11-12","東方刻々滔（不完全版）","Touhou Kouroumu 2","Foggy Roots",166,7
"原曲当てクイズ",2006,"2006-11-12","東方刻々滔（不完全版）","Touhou Kouroumu 2","Foggy Roots",120,8
"東方刻々滔",2007,"2007-04-29","東方刻々滔-彩-","","Foggy Roots",132,1
"専念弦奏今日",2007,"2007-04-29","東方刻々滔-彩-","","Foggy Roots",215,2
"キカイジカケエイキュウキカン",2007,"2007-04-29","東方刻々滔-彩-","","Foggy Roots",141,3
"朧月夜の処刑人形",2007,"2007-04-29","東方刻々滔-彩-","","Foggy Roots",218,4
"時を駆ける少女だぜ",2007,"2007-04-29","東方刻々滔-彩-","","Foggy Roots",158,5
"電撃",2007,"2007-04-29","東方刻々滔-彩-","","Foggy Roots",0,6
"気まぐれ",2007,"2007-04-29","東方刻々滔-彩-","","Foggy Roots",0,7
"鎌使いの夜",2007,"2007-04-29","東方刻々滔-彩-","","Foggy Roots",167,8
"失踪紅月曲",2007,"2007-04-29","東方刻々滔-彩-","","Foggy Roots",170,9
"彩の変辺",2007,"2007-04-29","東方刻々滔-彩-","","Foggy Roots",223,10
"Brave to Power",2009,"2009-06-07","東方友宴歌","Comic Communication 13","3S Cubic",260,1
"Native Action!!",2009,"2009-06-07","東方友宴歌","Comic Communication 13","3S Cubic",288,2
"舞い散る桜のように",2009,"2009-06-07","東方友宴歌","Comic Communication 13","3S Cubic",127,3
"Brave to Power -Acorstic Ver-",2009,"2009-06-07","東方友宴歌","Comic Communication 13","3S Cubic",241,4
"Brave to Power -Instrumental-",2009,"2009-06-07","東方友宴歌","Comic Communication 13","3S Cubic",258,5
"限界突破",2010,"2010-08-14","東方合体ゲンソウオー","Comiket 78","5150",316,1
"Like a Fire",2010,"2010-08-14","東方合体ゲンソウオー","Comiket 78","5150",257,2
"Immortal",2010,"2010-08-14","東方合体ゲンソウオー","Comiket 78","5150",291,3
"Go!",2010,"2010-08-14","東方合体ゲンソウオー","Comiket 78","5150",0,4
"虹色",2010,"2010-08-14","東方合体ゲンソウオー","Comiket 78","5150",240,5
"Soul Revolution",2010,"2010-08-14","東方合体ゲンソウオー","Comiket 78","5150",285,6
"八坂神奈子のテーマ",2010,"2010-08-14","東方合体ゲンソウオー","Comiket 78","5150",305,7
"Battle Burning",2010,"2010-08-14","東方合体ゲンソウオー","Comiket 78","5150",262,8
"Shining Starlight",2010,"2010-10-11","東方合体ゲンソウオー1.5式","Touhou Kouroumu 6","5150",304,1
"烏天狗の歌",2010,"2010-10-11","東方合体ゲンソウオー1.5式","Touhou Kouroumu 6","5150",323,2
"限界突破",2010,"2010-10-11","東方合体ゲンソウオー1.5式","Touhou Kouroumu 6","5150",0,3
"Battle Burning (Off Vo)",2010,"2010-10-11","東方合体ゲンソウオー1.5式","Touhou Kouroumu 6","5150",262,4
"無何有の郷　～",2009,"2009-1-12","東方四季彩宴","Touhou Tokyousou","A.S.C.Y.",0,1
"U.N.",2009,"2009-1-12","東方四季彩宴","Touhou Tokyousou","A.S.C.Y.",0,2
"東方萃夢想",2009,"2009-1-12","東方四季彩宴","Touhou Tokyousou","A.S.C.Y.",0,3
"お宇佐さまの素い幡",2009,"2009-1-12","東方四季彩宴","Touhou Tokyousou","A.S.C.Y.",0,4
"蠢々秋月　～",2009,"2009-1-12","東方四季彩宴","Touhou Tokyousou","A.S.C.Y.",0,5
"Romantic Children",2009,"2009-1-12","東方四季彩宴","Touhou Tokyousou","A.S.C.Y.",0,6
"trip of the heart",2010,"2010-03-04","東方回転木馬","Reitaisai 7","Buta-Otome",223,1
"マモルベキモノ",2010,"2010-03-04","東方回転木馬","Reitaisai 7","Buta-Otome",211,2
"孤独と虚無感と雨と月",2010,"2010-03-04","東方回転木馬","Reitaisai 7","Buta-Otome",265,3
"狂愛～",2010,"2010-03-04","東方回転木馬","Reitaisai 7","Buta-Otome",0,4
"Birthday",2010,"2010-03-04","東方回転木馬","Reitaisai 7","Buta-Otome",241,5
"The fear is oneself",2010,"2010-03-04","東方回転木馬","Reitaisai 7","Buta-Otome",247,6
"春になれば彼女は",2010,"2010-03-04","東方回転木馬","Reitaisai 7","Buta-Otome",181,7
"水は流れ河となってゆく",2010,"2010-03-04","東方回転木馬","Reitaisai 7","Buta-Otome",205,8
"待チ人ハ来ズ。",2010,"2010-03-04","東方回転木馬","Reitaisai 7","Buta-Otome",229,9
"a rocket voyage to the moon",2010,"2010-03-04","東方回転木馬","Reitaisai 7","Buta-Otome",241,10
"Snowflakes ~Youyoumu~",2004,"2004-08-13","東方埋奏録～TO-HO may so ROCK!～","Reitaisai 1","東方隔離郷",377,1
"March of the Bogles ~ Apparitions Stalk the Night",2004,"2004-08-13","東方埋奏録～TO-HO may so ROCK!～","Reitaisai 1","東方隔離郷",230,2
"Mayohiga ~ Illusionary Tohno",2004,"2004-08-13","東方埋奏録～TO-HO may so ROCK!～","Reitaisai 1","東方隔離郷",316,3
"on a sea of clouds ~Capital City of Flowers in the Sky",2004,"2004-08-13","東方埋奏録～TO-HO may so ROCK!～","Reitaisai 1","東方隔離郷",308,4
"Septette for the Dead Princess",2004,"2004-08-13","東方埋奏録～TO-HO may so ROCK!～","Reitaisai 1","東方隔離郷",336,5
"an Illusion, in the East ~ Crimson Belvedere",2004,"2004-08-13","東方埋奏録～TO-HO may so ROCK!～","Reitaisai 1","東方隔離郷",240,6
"Kakuri-Kyou ~ Ultimate Truth",2004,"2004-08-13","東方埋奏録～TO-HO may so ROCK!～","Reitaisai 1","東方隔離郷",383,7
"Shrine Arch ~ Eternal Shrine Maiden",2004,"2004-08-13","東方埋奏録～TO-HO may so ROCK!～","Reitaisai 1","東方隔離郷",233,8
"幻想郷の素敵な巫女",2010,"2010-12-30","東方多重声 ～幻～","Comiket 79","Kumanoheya",0,1
"全て声で一人蠢々秋月　～",2010,"2010-12-30","東方多重声 ～幻～","Comiket 79","Kumanoheya",0,2
"マスタースパークッッッ！！！",2010,"2010-12-30","東方多重声 ～幻～","Comiket 79","Kumanoheya",0,3
"全て声で一人緑眼のジェラシー",2010,"2010-12-30","東方多重声 ～幻～","Comiket 79","Kumanoheya",0,4
