Title,Year,Date,Album,Event,Circle,Duration,Track
"幻想協祭囃子(秋)",2009,"2009-05-05","Lyrical Crimson the instrumental","M3-23","EastNewSound",299,7
"Together in the sky",2009,"2009-05-05","Lyrical Crimson the instrumental","M3-23","EastNewSound",305,8
"Girl's mind",2009,"2009-05-05","Lyrical Crimson the instrumental","M3-23","EastNewSound",308,9
"VANISHING POINT「／」",2009,"2009-05-05","Lyrical Crimson the instrumental","M3-23","EastNewSound",369,10
"緋色月下、狂咲ノ絶",2009,"2009-05-05","Lyrical Crimson the instrumental","M3-23","EastNewSound",404,11
"咲き届け、春へ至る音",2009,"2009-05-05","Lyrical Crimson the instrumental","M3-23","EastNewSound",284,12
"人形よ問うコトなかれ",2009,"2009-05-05","Lyrical Crimson the instrumental","M3-23","EastNewSound",302,13
"悖徳数列組曲",2009,"2009-05-05","Lyrical Crimson the instrumental","M3-23","EastNewSound",0,14
"死奏憐音、玲瓏ノ終",2009,"2009-05-05","Lyrical Crimson the instrumental","M3-23","EastNewSound",377,15
"MASTER SPARK 2011ver",2011,"2011-05-01","MASTER SPARK 2011ver","M3-27","5150",0,1
"MASTER SPARK 2011ver(off vo)",2011,"2011-05-01","MASTER SPARK 2011ver","M3-27","5150",0,2
"THIGUY",2010,"2010-08-14","MELT DOWN","Comiket 78","Akuji",0,1
"MELT DOWN",2010,"2010-08-14","MELT DOWN","Comiket 78","Akuji",0,2
"RR-Glaijal",2010,"2010-08-14","MELT DOWN","Comiket 78","Akuji",0,3
"Shame",2010,"2010-08-14","MELT DOWN","Comiket 78","Akuji",0,4
"FARMIRAL",2010,"2010-08-14","MELT DOWN","Comiket 78","Akuji",0,5
"KixxCalling",2010,"2010-08-14","MELT DOWN","Comiket 78","Akuji",0,6
"Luv Laby (Amethys Remix)",2010,"2010-05-05","MENTALISTS","M3-25","Bitter Quartz",230,1
"緋色の狂詩曲",2010,"2010-07-18","MY FAIR LITTLE RED","Scarlet Square 4","Assault Door",958,1
"小さな小さな賢将",2010,"2010-07-18","MY FAIR LITTLE RED","Scarlet Square 4","Assault Door",89,2
"虎柄の毘沙門天",2010,"2010-07-18","MY FAIR LITTLE RED","Scarlet Square 4","Assault Door",155,3
"ネイティブフェイス",2010,"2010-07-18","MY FAIR LITTLE RED","Scarlet Square 4","Assault Door",180,4
"東方萃夢想（",2010,"2010-07-18","MY FAIR LITTLE RED","Scarlet Square 4","Assault Door",0,5
"巨大な影と小さな結末",2010,"2010-07-18","MY FAIR LITTLE RED","Scarlet Square 4","Assault Door",337,6
"リーインカーネイション",2010,"2010-07-18","MY FAIR LITTLE RED","Scarlet Square 4","Assault Door",239,7
"河童の心は水心",2010,"2010-07-18","MY FAIR LITTLE RED","Scarlet Square 4","Assault Door",179,8
"春来たれば、華は舞ひ",2010,"2010-07-18","MY FAIR LITTLE RED","Scarlet Square 4","Assault Door",245,9
"夕日のケロちゃん",2010,"2010-07-18","MY FAIR LITTLE RED","Scarlet Square 4","Assault Door",137,10
"Wolkenkratzer",2010,"2010-07-18","MY FAIR LITTLE RED","Scarlet Square 4","Assault Door",242,11
"introduction",2010,"2010-10-11","madder","Touhou Kouroumu 6","Alice Music",164,1
"madder",2010,"2010-10-11","madder","Touhou Kouroumu 6","Alice Music",250,2
"blindness",2010,"2010-10-11","madder","Touhou Kouroumu 6","Alice Music",279,3
"二色蓮華蝶",2010,"2010-10-11","madder","Touhou Kouroumu 6","Alice Music",196,4
"-M-M-N- [Intro]",2009,"2009-08-15","Magic Magical Night","Comiket 76","FOX RAVEL",139,1
"Exhale [aHNMuR + nam5 Remix]",2009,"2009-08-15","Magic Magical Night","Comiket 76","FOX RAVEL",205,2
"tutelary secondary",2009,"2009-08-15","Magic Magical Night","Comiket 76","FOX RAVEL",277,3
"Sunday after the Rainy",2009,"2009-08-15","Magic Magical Night","Comiket 76","FOX RAVEL",299,4
"Needle Spear [nam5 vs. aHNMuR Remix]",2009,"2009-08-15","Magic Magical Night","Comiket 76","FOX RAVEL",355,5
"Time of Magic Magical Night",2009,"2009-08-15","Magic Magical Night","Comiket 76","FOX RAVEL",380,6
"Mystical garden",2010,"2010-03-14","Magical Forest","Reitaisai 7","Dimension's Gate",208,1
"Magical forest",2010,"2010-03-14","Magical Forest","Reitaisai 7","Dimension's Gate",274,2
"Wind stalker",2010,"2010-03-14","Magical Forest","Reitaisai 7","Dimension's Gate",265,3
"Cradle of NobIeS",2010,"2010-03-14","Magical Forest","Reitaisai 7","Dimension's Gate",213,4
"ETERNAL SOUNDS",2010,"2010-03-14","Magical Forest","Reitaisai 7","Dimension's Gate",273,5
"Funeral For a Girl",2010,"2010-03-14","Magical Forest","Reitaisai 7","Dimension's Gate",226,6
"Magical forest [short ver.]",2010,"2010-03-14","Magical Forest","Reitaisai 7","Dimension's Gate",100,7
"夢",2011,"2011-12-30","Mary had a little love","Comiket 81","",0,1
"鉄塔",2011,"2011-12-30","Mary had a little love","Comiket 81","",199,2
"Dreaming hour",2011,"2011-12-30","Mary had a little love","Comiket 81","",396,3
"Stray CS am3:00",2011,"2011-12-30","Mary had a little love","Comiket 81","",290,4
"drip+drop",2011,"2011-12-30","Mary had a little love","Comiket 81","",313,5
"whip*syrup",2011,"2011-12-30","Mary had a little love","Comiket 81","",292,6
"星空露光",2011,"2011-12-30","Mary had a little love","Comiket 81","",347,7
"Door",2011,"2011-12-30","Mary had a little love","Comiket 81","",312,8
"Chime",2011,"2011-12-30","Mary had a little love","Comiket 81","",340,9
"羊の塔",2011,"2011-12-30","Mary had a little love","Comiket 81","",355,10
"Mary",2011,"2011-12-30","Mary had a little love","Comiket 81","",25,11
"masquerade stardust [original]",2010,"2010-11-28","Masquerade stardust EP","境界から視えた外界","Attrielectrock",416,1
"masquerade stardust [radio remix]",2010,"2010-11-28","Masquerade stardust EP","境界から視えた外界","Attrielectrock",452,2
"masquerade stardust [pianotronica mix]",2010,"2010-11-28","Masquerade stardust EP","境界から視えた外界","Attrielectrock",558,3
"everlasting",2009,"2009-12-30","Masterpiece","Comiket 77","Alice Music",238,1
"鬼が笑う",2009,"2009-12-30","Masterpiece","Comiket 77","Alice Music",324,2
"操り人形",2009,"2009-12-30","Masterpiece","Comiket 77","Alice Music",252,3
"眠れぬ恐怖",2009,"2009-12-30","Masterpiece","Comiket 77","Alice Music",332,4
"アイノフタリ",2009,"2009-12-30","Masterpiece","Comiket 77","Alice Music",258,5
"永遠の願い",2009,"2009-12-30","Masterpiece","Comiket 77","Alice Music",226,6
"紅染め月",2009,"2009-12-30","Masterpiece","Comiket 77","Alice Music",324,7
"result in a deadly journey",2009,"2009-12-30","Masterpiece","Comiket 77","Alice Music",320,8
"春の湊に",2009,"2009-12-30","Masterpiece","Comiket 77","Alice Music",298,9
"blossom out",2009,"2009-12-30","Masterpiece","Comiket 77","Alice Music",294,10
"Demon Strundum",2010,"2010-10-11","Melody Memories","Touhou Kouroumu 6","Forestpireo",421,1
"under the moon",2010,"2010-10-11","Melody Memories","Touhou Kouroumu 6","Forestpireo",243,2
"幾星霜",2010,"2010-10-11","Melody Memories","Touhou Kouroumu 6","Forestpireo",256,3
"Sing Away",2010,"2010-10-11","Melody Memories","Touhou Kouroumu 6","Forestpireo",174,4
"I Love☆You",2010,"2010-10-11","Melody Memories","Touhou Kouroumu 6","Forestpireo",139,5
"いけない二人は今日もボルケイノ☆",2010,"2010-10-11","Melody Memories","Touhou Kouroumu 6","Forestpireo",216,6
"Call off Fall",2010,"2010-10-11","Melody Memories","Touhou Kouroumu 6","Forestpireo",256,7
"スターライト・マジック",2010,"2010-10-11","Melody Memories","Touhou Kouroumu 6","Forestpireo",305,8
"暁",2010,"2010-10-11","Melody Memories","Touhou Kouroumu 6","Forestpireo",333,9
"Amazing world",2010,"2010-10-11","Melody Memories","Touhou Kouroumu 6","Forestpireo",262,10
"見果てぬ夢の続きを",2010,"2010-10-11","Melody Memories","Touhou Kouroumu 6","Forestpireo",240,11
"百万季夜行",2007,"2007-05-20","Memento","Reitaisai 4","And-of-world",-60,1
"夢違・幻想物語",2007,"2007-05-20","Memento","Reitaisai 4","And-of-world",0,2
"百万季夜行",2007,"2007-05-20","Memento","Reitaisai 4","And-of-world",0,3
"らぶすぱっ",2007,"2007-05-20","Memento","Reitaisai 4","And-of-world",0,4
"風神少女",2007,"2007-05-20","Memento","Reitaisai 4","And-of-world",0,5
"夢違・幻想物語",2007,"2007-05-20","Memento","Reitaisai 4","And-of-world",0,6
"全世界フラワリングナイト",2007,"2007-05-20","Memento","Reitaisai 4","And-of-world",134,7
"百万季夜行",2007,"2007-05-20","Memento","Reitaisai 4","And-of-world",0,8
"紅魔と皆既",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",288,1
"月ノ指針",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",190,2
"てててて",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",167,3
"小さな幻想",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",242,4
"わたしのセプテット",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",240,5
"年2回人混みを避けきる程度の能力",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",224,6
"Dream to Dream?",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",256,7
"紅魔と回帰・裏",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",318,8
"彼女が一番少女なのか？",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",0,9
"スターライト・マジック",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",0,10
"CONTINUE... YES or NO? (Off Vocal)",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",240,11
"れみりあ☆デスティニー",2011,"2011-03-13","Memory Box","Reitaisai 8","Forestpireo",0,12
"Merry Go Survive",2009,"2009-12-30","Merry Go Survive","Comiket 77","Akuji",0,1
"Graujewelry",2009,"2009-12-30","Merry Go Survive","Comiket 77","Akuji",0,2
"Ni-yan",2009,"2009-12-30","Merry Go Survive","Comiket 77","Akuji",0,3
"PalPath",2009,"2009-12-30","Merry Go Survive","Comiket 77","Akuji",0,4
"Flower bed",2009,"2009-12-30","Merry Go Survive","Comiket 77","Akuji",0,5
"ほおずきみたいに紅い魂",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",162,1
"魔法少女達の百年祭",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",274,2
"月時計 ～ ルナ・ダイアル",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",187,3
"ツェペシュの幼き末裔",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",165,4
"Seaclet garden",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",290,5
"上海紅茶館 ～",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",0,6
"ヴワル魔法図書館",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",233,7
"おてんば恋娘",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",172,8
"紅の迷路",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",302,9
"亡き王女の為のセプテット",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",234,10
"メイド極技 ～ 咲夜ノ世界",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",152,11
"Locked girl ～ sonata",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",224,12
"冬のぬくもり",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",264,13
"妖魔夜行 ～",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",0,14
"上海紅茶館 ～",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",0,15
"Play it repeatebly",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",237,16
"人の夢",2008,"2008-12-28","Midnight Tea Party","Comiket 75","Dreamcolor Project",172,17
"Intertwined infinite (Introduction)",2010,"2010-09-19","Milky Wink","Reitaisai SP","FELT",42,1
"Sky Gate",2010,"2010-09-19","Milky Wink","Reitaisai SP","FELT",295,2
"You're the Shine(Night Butterflies)",2010,"2010-09-19","Milky Wink","Reitaisai SP","FELT",309,3
"Comes around",2010,"2010-09-19","Milky Wink","Reitaisai SP","FELT",369,4
"The Echo(Interlude)",2010,"2010-09-19","Milky Wink","Reitaisai SP","FELT",79,5
"All This Time",2010,"2010-09-19","Milky Wink","Reitaisai SP","FELT",270,6
"Invisible(Original Mix)",2010,"2010-09-19","Milky Wink","Reitaisai SP","FELT",338,7
"Hazy Rain(M.Z.C nova express Dub)",2010,"2010-09-19","Milky Wink","Reitaisai SP","FELT",376,8
"Re-imagined",2010,"2010-09-19","Milky Wink","Reitaisai SP","FELT",279,9
"月の涙",2010,"2010-09-19","Milky Wink","Reitaisai SP","FELT",314,10
"東方妖々夢 ～",2008,"2008-12-29","Mirror Gate","Comiket 75","Evergrace",0,1
"Phantom Darkness",2008,"2008-12-29","Mirror Gate","Comiket 75","Evergrace",210,2
"Fanatical Ambition",2008,"2008-12-29","Mirror Gate","Comiket 75","Evergrace",276,3
"Puppet Show",2008,"2008-12-29","Mirror Gate","Comiket 75","Evergrace",203,4
"The Black Arts Fantasia",2008,"2008-12-29","Mirror Gate","Comiket 75","Evergrace",353,5
"Opening",2009,"2009-05-05","Missing, Loving... and Suffering EP","M3-23","Foreground Eclipse",36,1
"Wandering, Never Wondering",2009,"2009-05-05","Missing, Loving... and Suffering EP","M3-23","Foreground Eclipse",270,2
"恋詠",2009,"2009-05-05","Missing, Loving... and Suffering EP","M3-23","Foreground Eclipse",288,3
"Alone With You (Dying To See Your Face)",2009,"2009-05-05","Missing, Loving... and Suffering EP","M3-23","Foreground Eclipse",205,4
"Throve Keys",2009,"2009-05-05","Missing, Loving... and Suffering EP","M3-23","Foreground Eclipse",185,5
"White Wind",2009,"2009-05-05","Missing, Loving... and Suffering EP","M3-23","Foreground Eclipse",239,6
"霊代に御座す虹の女神",2007,"2007-08-26","Missing Mythic","Comic Communication 10","Angelic Quasar",257,1
"Liberating prayer !!",2007,"2007-08-26","Missing Mythic","Comic Communication 10","Angelic Quasar",261,2
"Spiral Spirit",2007,"2007-08-26","Missing Mythic","Comic Communication 10","Angelic Quasar",269,3
"無明長夜ノ闇ノ果テ",2007,"2007-08-26","Missing Mythic","Comic Communication 10","Angelic Quasar",303,4
"ahAm saMsAra",2007,"2007-08-26","Missing Mythic","Comic Communication 10","Angelic Quasar",311,5
"MA+C II",2007,"2007-08-26","Missing Mythic","Comic Communication 10","Angelic Quasar",253,6
"綺雪朧月 ～Eternal Fullmoon",2007,"2007-08-26","Missing Mythic","Comic Communication 10","Angelic Quasar",280,7
"Legendary Illusion",2007,"2007-08-26","Missing Mythic","Comic Communication 10","Angelic Quasar",200,8
"Cosmos Routine",2011,"2011-10-16","Moment -passing pleasures girls-","Kouroumu 7","556ミリメートル",266,1
"桜ノ華",2011,"2011-10-16","Moment -passing pleasures girls-","Kouroumu 7","556ミリメートル",243,2
"temporary white",2011,"2011-10-16","Moment -passing pleasures girls-","Kouroumu 7","556ミリメートル",298,3
"Second Impression",2011,"2011-10-16","Moment -passing pleasures girls-","Kouroumu 7","556ミリメートル",232,4
"撫子",2011,"2011-10-16","Moment -passing pleasures girls-","Kouroumu 7","556ミリメートル",243,5
"恋弾メテオラ",2011,"2011-10-16","Moment -passing pleasures girls-","Kouroumu 7","556ミリメートル",203,6
"Good-bye Dream",2011,"2011-10-16","Moment -passing pleasures girls-","Kouroumu 7","556ミリメートル",342,7
"Blood Monday (instrumental)",2011,"2011-10-16","Moment -passing pleasures girls-","Kouroumu 7","556ミリメートル",250,8
"空想少女 (instrumental)",2011,"2011-10-16","Moment -passing pleasures girls-","Kouroumu 7","556ミリメートル",251,9
"人と鳥の物語",2010,"2010-08-14","Mononoke Shibai","Comiket 78","Aoba Seisakusho",344,1
"天に月、地に華を",2010,"2010-08-14","Mononoke Shibai","Comiket 78","Aoba Seisakusho",319,2
"炉心暴蝕核融合",2010,"2010-08-14","Mononoke Shibai","Comiket 78","Aoba Seisakusho",254,3
"星空の河童",2010,"2010-08-14","Mononoke Shibai","Comiket 78","Aoba Seisakusho",340,4
"ヴォヤージュ",2004,"2004-12-30","Moonlit Fragments","Comiket 67","Colorful Cube",118140,1
"幽霊楽団",2004,"2004-12-30","Moonlit Fragments","Comiket 67","Colorful Cube",216,2
"メイドと笑顔の時間",2004,"2004-12-30","Moonlit Fragments","Comiket 67","Colorful Cube",206,3
"紅楼 八拾八夢譚",2004,"2004-12-30","Moonlit Fragments","Comiket 67","Colorful Cube",207,4
"破邪の小太刀",2004,"2004-12-30","Moonlit Fragments","Comiket 67","Colorful Cube",142,5
"懐かしき東方の",2004,"2004-12-30","Moonlit Fragments","Comiket 67","Colorful Cube",0,6
"不思議の国のアリス",2004,"2004-12-30","Moonlit Fragments","Comiket 67","Colorful Cube",233,7
"少女幻葬",2004,"2004-12-30","Moonlit Fragments","Comiket 67","Colorful Cube",0,8
"竹取飛翔",2004,"2004-12-30","Moonlit Fragments","Comiket 67","Colorful Cube",0,9
"月夜のパッセージ",2010,"2010-11-28","Moonlit Passage","境界から視えた外界","Forest306",164,1
"Wind and Pedal",2010,"2010-11-28","Moonlit Passage","境界から視えた外界","Forest306",246,2
"Cherry-petals, Travel Through Love",2010,"2010-11-28","Moonlit Passage","境界から視えた外界","Forest306",201,3
"ヴォヤージュ",2007,"2007-08-17","Mystic Heart","Comiket 72","efs",118140,1
"レトロスペクティブ京都",2007,"2007-08-17","Mystic Heart","Comiket 72","efs",0,2
"ネクロファンタジア",2007,"2007-08-17","Mystic Heart","Comiket 72","efs",0,3
"少女綺想曲 ～",2007,"2007-08-17","Mystic Heart","Comiket 72","efs",0,4
"恋色マスタースパーク",2007,"2007-08-17","Mystic Heart","Comiket 72","efs",0,5
"千年幻想郷 ～",2007,"2007-08-17","Mystic Heart","Comiket 72","efs",0,6
"シンデレラケージ ～",2007,"2007-08-17","Mystic Heart","Comiket 72","efs",0,7
"ブクレシュティの人形師",2007,"2007-08-17","Mystic Heart","Comiket 72","efs",0,8
"Ghosty Eyes",2006,"2006-05-21","NITE VERSIONS","Reitaisai 3","Alstroemeria Records",261,1
"Night Bird",2006,"2006-05-21","NITE VERSIONS","Reitaisai 3","Alstroemeria Records",359,2
"Voyage 1969",2006,"2006-05-21","NITE VERSIONS","Reitaisai 3","Alstroemeria Records",324,3
"Border Of Life",2006,"2006-05-21","NITE VERSIONS","Reitaisai 3","Alstroemeria Records",269,4
"Necro Fantasy",2006,"2006-05-21","NITE VERSIONS","Reitaisai 3","Alstroemeria Records",251,5
"Dreams Of Springwind",2006,"2006-05-21","NITE VERSIONS","Reitaisai 3","Alstroemeria Records",294,6
"Flowering Night",2006,"2006-05-21","NITE VERSIONS","Reitaisai 3","Alstroemeria Records",267,7
"Forsaken Doll",2006,"2006-05-21","NITE VERSIONS","Reitaisai 3","Alstroemeria Records",251,8
"Noche de Alacranes",2006,"2006-05-21","NITE VERSIONS","Reitaisai 3","Alstroemeria Records",224,9
"Retrospective Kyoto",2006,"2006-05-21","NITE VERSIONS","Reitaisai 3","Alstroemeria Records",289,10
"U.N.",2010,"2010-05-16","NO","Touhou Suukeisai 4","Aoiro kagaku",0,1
"無間の鐘　～",2010,"2010-05-16","NO","Touhou Suukeisai 4","Aoiro kagaku",0,2
"シンデレラケージ",2010,"2010-05-16","NO","Touhou Suukeisai 4","Aoiro kagaku",0,3
"霊知の太陽信仰　～",2010,"2010-05-16","NO","Touhou Suukeisai 4","Aoiro kagaku",0,4
"魔女と儀式と黒の恋色",2005,"2005-12-30","Near Death HEAVEN","Comiket 69","El Dorado",270,1
"月蝕血蝕",2005,"2005-12-30","Near Death HEAVEN","Comiket 69","El Dorado",241,2
"Dark of solitude",2005,"2005-12-30","Near Death HEAVEN","Comiket 69","El Dorado",269,3
"Memories...",2005,"2005-12-30","Near Death HEAVEN","Comiket 69","El Dorado",236,4
"奏で黒い桜の奏",2005,"2005-12-30","Near Death HEAVEN","Comiket 69","El Dorado",200,5
"混沌幻想郷",2005,"2005-12-30","Near Death HEAVEN","Comiket 69","El Dorado",279,6
"だからワタシはヒトを守る",2005,"2005-12-30","Near Death HEAVEN","Comiket 69","El Dorado",213,7
"Blood Moon -meidorock",2005,"2005-12-30","Near Death HEAVEN","Comiket 69","El Dorado",0,8
"Phanta!",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",320,1
"ロサ・ダイアル",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",262,2
"kettlemate",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",261,3
"special number",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",0,4
"KagKag -ver.2007-",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",233,5
"墨染桜",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",301,6
"月まで届け、顎のシャクレ",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",245,7
"TenQ",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",246,8
"GNOSIS",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",133,9
"Unlimited Spark! -Stardust Mix-",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",366,10
"Ancient and modern",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",172,11
"Demistified Faust",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",255,12
"SAIBAN WONDERLAND",2007,"2007-05-13","Neetmania","Reitaisai 4","C.H.S",271,13
"洞源奇章",2009,"2009-03-08","neutrino*","Reitaisai 6","",366,1
"Agiw",2009,"2009-03-08","neutrino*","Reitaisai 6","",183,2
"Lady Green Eyed",2009,"2009-03-08","neutrino*","Reitaisai 6","",225,3
"O/E",2009,"2009-03-08","neutrino*","Reitaisai 6","",350,4
"Idea",2009,"2009-03-08","neutrino*","Reitaisai 6","",302,5
"FLYday Night Chill Out",2009,"2009-03-08","neutrino*","Reitaisai 6","",279,6
"Wonderful World",2009,"2009-03-08","neutrino*","Reitaisai 6","",259,7
"Phosphoros",2009,"2009-03-08","neutrino*","Reitaisai 6","",249,8
"ヒュペリオンに花束を",2009,"2009-03-08","neutrino*","Reitaisai 6","",282,9
"Immortal barrage battle",2006,"2006-09-24","Nightmare Nights","","El Dorado",255,1
"凶翅",2006,"2006-09-24","Nightmare Nights","","El Dorado",199,2
"NecRomance",2006,"2006-09-24","Nightmare Nights","","El Dorado",211,3
"Going on",2006,"2006-09-24","Nightmare Nights","","El Dorado",253,4
"Lost Library",2006,"2006-09-24","Nightmare Nights","","El Dorado",183,5
"Killing me, Patchouli",2006,"2006-09-24","Nightmare Nights","","El Dorado",277,6
"KOMACHI -H.S.X.-",2006,"2006-09-24","Nightmare Nights","","El Dorado",220,7
"321Rabbit",2006,"2006-09-24","Nightmare Nights","","El Dorado",207,8
"Colorful piano route",2006,"2006-09-24","Nightmare Nights","","El Dorado",263,9
"Eternal dream",2006,"2006-09-24","Nightmare Nights","","El Dorado",271,10
"Sword Dance!",2006,"2006-09-24","Nightmare Nights","","El Dorado",150,11
"穢血呪姫",2006,"2006-09-24","Nightmare Nights","","El Dorado",292,12
"幻夢涼風",2006,"2006-09-24","Nightmare Nights","","El Dorado",245,13
"夜雀の見る夢",2006,"2006-09-24","Nightmare Nights","","El Dorado",0,14
"BonusTrack1",2006,"2006-09-24","Nightmare Nights","","El Dorado",222,15
"BonusTrack2",2006,"2006-09-24","Nightmare Nights","","El Dorado",221,16
"少女≠王女",2008,"2008-06-15","No Union ～sundry color≒moon color～","Sunshine Creation 40","A-HEAD",324,1
"天空のグリニッジ",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",255,1
"芥川龍之介の河童 ～",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",0,2
"東の国の眠らない夜",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",245,3
"彼岸帰航 ～",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",0,4
"少女綺想曲 ～",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",0,5
"プレインエイジア",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",243,6
"黒い海に紅く ～",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",0,7
"緑眼のジェラシー",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",243,8
"ブクレシュティの人形師",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",255,9
"明治十七年の上海アリス",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",241,10
"U.N.",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",0,11
"竹取飛翔 ～",2009,"2009-04-26","Nocturnal Flight","COMIC1☆3","ALTERNATIVE",0,12
"蟲達の夜想曲",2011,"2011-05-08","Nocturnal landscape","Reitaisai 8","Mikan Box",174,1
"泪雨",2011,"2011-05-08","Nocturnal landscape","Reitaisai 8","Mikan Box",284,2
"月明りのバルコニー",2011,"2011-05-08","Nocturnal landscape","Reitaisai 8","Mikan Box",295,3
"planetaria",2011,"2011-05-08","Nocturnal landscape","Reitaisai 8","Mikan Box",268,4
"ちいさなスキマのしきがみさん",2011,"2011-05-08","Nocturnal landscape","Reitaisai 8","Mikan Box",210,5
"星海のエソテリカ",2011,"2011-05-08","Nocturnal landscape","Reitaisai 8","Mikan Box",279,6
"サジタリウス",2011,"2011-05-08","Nocturnal landscape","Reitaisai 8","Mikan Box",212,7
"Hepatica",2011,"2011-05-08","Nocturnal landscape","Reitaisai 8","Mikan Box",214,8
"GateCode:XXX",2011,"2011-05-08","Nocturnal landscape","Reitaisai 8","Mikan Box",209,9
"天気雨",2011,"2011-05-08","Nocturnal landscape","Reitaisai 8","Mikan Box",154,10
"無意味無意識",2010,"2010-03-14","Non-REM","Reitaisai 7","Ajitama Seisyoku",0,1
"OVER",2010,"2010-03-14","Non-REM","Reitaisai 7","Ajitama Seisyoku",0,2
"my name is monster",2010,"2010-03-14","Non-REM","Reitaisai 7","Ajitama Seisyoku",0,3
"光",2010,"2010-03-14","Non-REM","Reitaisai 7","Ajitama Seisyoku",0,4
"火と涙",2010,"2010-03-14","Non-REM","Reitaisai 7","Ajitama Seisyoku",0,5
"sleeping",2010,"2010-03-14","Non-REM","Reitaisai 7","Ajitama Seisyoku",0,6
"稲田姫様にシバかれるから",2009,"2009/08/15","Odyssey","Comiket 76","C9",427,1
"CalamityMaker",2009,"2009/08/15","Odyssey","Comiket 76","C9",303,2
"Symphonic Dance op.1 -Orcheschranzel-",2009,"2009/08/15","Odyssey","Comiket 76","C9",306,3
"Gail A Moment",2009,"2009/08/15","Odyssey","Comiket 76","C9",270,4
"Divine Wind　-Miracle Power Mix-",2009,"2009/08/15","Odyssey","Comiket 76","C9",338,5
"Divine Wind　-Ancient Landscape mix-",2009,"2009/08/15","Odyssey","Comiket 76","C9",308,6
"Faithless",2009,"2009/08/15","Odyssey","Comiket 76","C9",321,7
"Gravepost of Pantheon",2009,"2009/08/15","Odyssey","Comiket 76","C9",360,8
"Blessing Rain",2009,"2009/08/15","Odyssey","Comiket 76","C9",317,9
"Native Jumper",2009,"2009/08/15","Odyssey","Comiket 76","C9",290,10
"Forbidden Cube",2010,"2010-08-14","Of memories","Comiket 78","Alstroemeria Records",172,1
